time_period,location,rainfall,mean_temperature,humidity,disease_cases,population
2008-11,coast,62.191383725727974,25.640570939174157,77.5076351268392,215.0,1500000
2008-12,coast,0.0,24.087957905912557,83.74607625974595,312.0,1500000
2009-01,coast,14.859040073907199,26.8564775731228,77.42466276675763,96.0,1500000
2009-02,coast,28.88795731717382,27.907677722046213,83.73344068659642,479.0,1500000
2009-03,coast,70.69269739695405,29.816954189237723,83.78514363670357,713.0,1500000
2009-04,coast,78.03484660714125,29.267166928806592,81.53381535829936,1878.0,1500000
2009-05,coast,249.68802619969452,30.79853008524038,72.27073604948828,,1500000
2009-06,coast,418.10875508605426,28.640099528394277,81.44810174315135,1804.0,1500000
2009-07,coast,510.28939415972496,28.592354939097994,78.87679502180495,3779.0,1500000
2009-08,coast,467.7602962115679,24.4962257880587,73.28647047024332,7402.0,1500000
2009-09,coast,221.82713405260273,22.26531095800162,81.59608437831747,2287.0,1500000
2009-10,coast,164.34623269867586,22.574402336182665,85.94258861164566,1564.0,1500000
2009-11,coast,57.63740542143785,23.623017129727838,79.40508949696031,241.0,1500000
2009-12,coast,53.747872452627156,25.682197756044687,79.57985087299073,69.0,1500000
